domanID,siteID,nmdLctn,gdtcDtm,loctype,cellid,cellrow,cellcol,cellx,celly,sensor_zenith,solar_zenith,clouds,flightline,aop_site,crs,flightdate,radfile,gpstime_hrs,rad_flightline
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,4310773,5389,373,401574.5,3284663.5,5.103891372680664,33.01394913497364,Red (> 50%) cloud cover,20180915_155817,OSBS,EPSG:32617,2018-09-15,NEON_D03_OSBS_DP1_20180915_L021-1_radiance,16.033864974975586,L021-1
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,4581064,5727,264,401465.5,3284325.5,10.484949111938477,33.01394913497364,Red (> 50%) cloud cover,20180915_155817,OSBS,EPSG:32617,2018-09-15,NEON_D03_OSBS_DP1_20180915_L021-1_radiance,16.031837463378906,L021-1
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,6196949,491,3349,401574.5,3284663.5,6.397000312805176,59.61006088513472,Green (<10%) cloud cover,20181005_134947,OSBS,EPSG:32617,2018-10-05,NEON_D03_OSBS_DP1_20181005_L001-1_radiance,13.871588706970217,L001-1
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,6929751,549,3031,401256.5,3284605.5,9.334290504455566,59.61006088513472,Green (<10%) cloud cover,20181005_134947,OSBS,EPSG:32617,2018-10-05,NEON_D03_OSBS_DP1_20181005_L001-1_radiance,13.869866371154783,L001-1
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,4858621,5503,355,401574.5,3284663.5,5.210586071014404,37.739569029938714,Green (<10%) cloud cover,20181012_174055,OSBS,EPSG:32617,2018-10-12,NEON_D03_OSBS_DP1_20181012_L021-1_radiance,17.742958068847656,L021-1
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,5156966,5841,246,401465.5,3284325.5,11.013489723205566,37.739569029938714,Green (<10%) cloud cover,20181012_174055,OSBS,EPSG:32617,2018-10-12,NEON_D03_OSBS_DP1_20181012_L021-1_radiance,17.741188049316406,L021-1
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,4996313,5906,683,401465.5,3284325.5,13.423319816589355,38.18422896733305,Green (<10%) cloud cover,20181012_174934,OSBS,EPSG:32617,2018-10-12,NEON_D03_OSBS_DP1_20181012_L022-1_radiance,17.871246337890625,L022-1
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,4759224,5626,474,401256.5,3284605.5,1.9097920656204224,38.18422896733305,Green (<10%) cloud cover,20181012_174934,OSBS,EPSG:32617,2018-10-12,NEON_D03_OSBS_DP1_20181012_L022-1_radiance,17.869935989379883,L022-1
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,2597923,2809,523,390510.5,3524816.5,0.7621936202049255,20.92546987184012,Red (> 50%) cloud cover,20170517_190309,LENO,EPSG:32616,2017-05-17,NEON_D08_LENO_DP1_20170517_L006-1_radiance,19.1051025390625,L006-1
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,2597923,2809,523,390510.5,3524816.5,0.7621936202049255,20.92546987184012,Red (> 50%) cloud cover,20170517_190309,LENO,EPSG:32616,2017-05-17,NEON_D08_LENO_DP1_20170517_L006-1_radiance,19.1051025390625,L006-1
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,3175102,3882,444,390510.5,3524816.5,2.10892653465271,36.70070989292814,Green (<10%) cloud cover,20180428_152550,LENO,EPSG:32616,2018-04-28,NEON_D08_LENO_DP1_20180428_L006-1_radiance,15.482230186462402,L006-1
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,3175102,3882,444,390510.5,3524816.5,2.10892653465271,36.70070989292814,Green (<10%) cloud cover,20180428_152550,LENO,EPSG:32616,2018-04-28,NEON_D08_LENO_DP1_20180428_L006-1_radiance,15.482230186462402,L006-1
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,2629518,2783,528,390510.5,3524816.5,3.2325494289398193,16.199009700280676,Red (> 50%) cloud cover,20190506_181146,LENO,EPSG:32616,2019-05-06,NEON_D08_LENO_DP1_20190506_L006-1_radiance,18.23710060119629,L006-1
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,2629518,2783,528,390510.5,3524816.5,3.2325494289398193,16.199009700280676,Red (> 50%) cloud cover,20190506_181146,LENO,EPSG:32616,2019-05-06,NEON_D08_LENO_DP1_20190506_L006-1_radiance,18.23710060119629,L006-1
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,5900397,460,9591,390510.5,3524816.5,0.49924492835998535,21.117113432758185,Red (> 50%) cloud cover,20190506_185225,LENO,EPSG:32616,2019-05-06,NEON_D08_LENO_DP1_20190506_L001-2_radiance,18.88101577758789,L001-2
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,5900397,460,9591,390510.5,3524816.5,0.49924492835998535,21.117113432758185,Red (> 50%) cloud cover,20190506_185225,LENO,EPSG:32616,2019-05-06,NEON_D08_LENO_DP1_20190506_L001-2_radiance,18.88101577758789,L001-2
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12337825,8059,1027,393835.5,7615437.5,13.614879608154297,49.86410964688748,Yellow (10 - 50%) cloud cover,20170714_201551,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L043-1_radiance,20.310041427612305,L043-1
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12337825,8059,1027,393835.5,7615437.5,13.614879608154297,49.86410964688748,Yellow (10 - 50%) cloud cover,20170714_201551,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L043-1_radiance,20.310041427612305,L043-1
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12337825,8059,1027,393835.5,7615437.5,13.614879608154297,49.86410964688748,Yellow (10 - 50%) cloud cover,20170714_201551,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L043-1_radiance,20.310041427612305,L043-1
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12612771,8610,586,393835.5,7615437.5,5.245848178863525,49.428339129900486,Yellow (10 - 50%) cloud cover,20170714_202447,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L042-1_radiance,20.4481143951416,L042-1
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12612771,8610,586,393835.5,7615437.5,5.245848178863525,49.428339129900486,Yellow (10 - 50%) cloud cover,20170714_202447,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L042-1_radiance,20.4481143951416,L042-1
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12612771,8610,586,393835.5,7615437.5,5.245848178863525,49.428339129900486,Yellow (10 - 50%) cloud cover,20170714_202447,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L042-1_radiance,20.4481143951416,L042-1
D18,TOOK,TOOK.AOS.reach,WGS84,reach,12300910,8397,770,394019.5,7615650.5,4.03802490234375,49.428339129900486,Yellow (10 - 50%) cloud cover,20170714_202447,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L042-1_radiance,20.446962356567383,L042-1
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10714932,6999,994,394504.5,7616503.5,8.557273864746094,49.0358311800617,Yellow (10 - 50%) cloud cover,20170714_203317,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L041-1_radiance,20.60655975341797,L041-1
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,13264006,8664,953,394463.5,7614838.5,9.98264503479004,49.0358311800617,Yellow (10 - 50%) cloud cover,20170714_203317,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L041-1_radiance,20.59764862060547,L041-1
D18,TOOK,TOOK.AOS.reach,WGS84,reach,12020390,7852,509,394019.5,7615650.5,15.70216464996338,49.0358311800617,Yellow (10 - 50%) cloud cover,20170714_203317,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L041-1_radiance,20.601715087890625,L041-1
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,11697179,7686,609,394504.5,7616503.5,10.276721954345703,48.68873243013428,Yellow (10 - 50%) cloud cover,20170714_204140,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L040-1_radiance,20.725522994995117,L040-1
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,14231268,9351,568,394463.5,7614838.5,8.766003608703613,48.68873243013428,Yellow (10 - 50%) cloud cover,20170714_204140,TOOL,EPSG:32606,2017-07-14,NEON_D18_TOOL_DP1_20170714_L040-1_radiance,20.734188079833984,L040-1
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12008322,7974,984,393835.5,7615437.5,13.067619323730469,49.20506795442109,Red (> 50%) cloud cover,20180707_200701,TOOL,EPSG:32606,2018-07-07,NEON_D18_TOOL_DP1_20180707_L043-1_radiance,20.17126846313477,L043-1
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12008322,7974,984,393835.5,7615437.5,13.067619323730469,49.20506795442109,Red (> 50%) cloud cover,20180707_200701,TOOL,EPSG:32606,2018-07-07,NEON_D18_TOOL_DP1_20180707_L043-1_radiance,20.17126846313477,L043-1
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12008322,7974,984,393835.5,7615437.5,13.067619323730469,49.20506795442109,Red (> 50%) cloud cover,20180707_200701,TOOL,EPSG:32606,2018-07-07,NEON_D18_TOOL_DP1_20180707_L043-1_radiance,20.17126846313477,L043-1
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12274095,8322,620,393835.5,7615437.5,6.755097389221191,48.664621110200166,Red (> 50%) cloud cover,20180707_201743,TOOL,EPSG:32606,2018-07-07,NEON_D18_TOOL_DP1_20180707_L042-1_radiance,20.341466903686523,L042-1
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12274095,8322,620,393835.5,7615437.5,6.755097389221191,48.664621110200166,Red (> 50%) cloud cover,20180707_201743,TOOL,EPSG:32606,2018-07-07,NEON_D18_TOOL_DP1_20180707_L042-1_radiance,20.341466903686523,L042-1
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12274095,8322,620,393835.5,7615437.5,6.755097389221191,48.664621110200166,Red (> 50%) cloud cover,20180707_201743,TOOL,EPSG:32606,2018-07-07,NEON_D18_TOOL_DP1_20180707_L042-1_radiance,20.341466903686523,L042-1
D18,TOOK,TOOK.AOS.reach,WGS84,reach,11960104,8109,804,394019.5,7615650.5,6.507873058319092,48.664621110200166,Red (> 50%) cloud cover,20180707_201743,TOOL,EPSG:32606,2018-07-07,NEON_D18_TOOL_DP1_20180707_L042-1_radiance,20.34002113342285,L042-1
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10206479,7143,561,394504.5,7616503.5,11.5092134475708,47.64760226879388,Red (> 50%) cloud cover,20180707_204103,TOOL,EPSG:32606,2018-07-07,NEON_D18_TOOL_DP1_20180707_L040-1_radiance,20.72237205505371,L040-1
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,12585723,8808,520,394463.5,7614838.5,9.565293312072754,47.64760226879388,Red (> 50%) cloud cover,20180707_204103,TOOL,EPSG:32606,2018-07-07,NEON_D18_TOOL_DP1_20180707_L040-1_radiance,20.732023239135746,L040-1
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10180807,6815,691,394504.5,7616503.5,11.482330322265623,48.62500303485555,Red (> 50%) cloud cover,20190711_203112,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L040-1_radiance,20.551860809326172,L040-1
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,12668276,8480,650,394463.5,7614838.5,8.552689552307129,48.62500303485555,Red (> 50%) cloud cover,20190711_203112,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L040-1_radiance,20.541709899902344,L040-1
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10775760,7085,996,394504.5,7616503.5,8.524478912353516,48.24743151798573,Red (> 50%) cloud cover,20190711_204033,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L041-1_radiance,20.679826736450195,L041-1
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,13308184,8750,955,394463.5,7614838.5,10.359495162963867,48.24743151798573,Red (> 50%) cloud cover,20190711_204033,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L041-1_radiance,20.68917465209961,L041-1
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12047163,7942,666,393835.5,7615437.5,6.662822723388672,47.910146127591986,Red (> 50%) cloud cover,20190711_204910,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L042-1_radiance,20.844568252563477,L042-1
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12047163,7942,666,393835.5,7615437.5,6.662822723388672,47.910146127591986,Red (> 50%) cloud cover,20190711_204910,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L042-1_radiance,20.844568252563477,L042-1
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12047163,7942,666,393835.5,7615437.5,6.662822723388672,47.910146127591986,Red (> 50%) cloud cover,20190711_204910,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L042-1_radiance,20.844568252563477,L042-1
D18,TOOK,TOOK.AOS.reach,WGS84,reach,11724226,7729,850,394019.5,7615650.5,2.5778398513793945,47.910146127591986,Red (> 50%) cloud cover,20190711_204910,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L042-1_radiance,20.845964431762695,L042-1
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12213215,8303,973,393835.5,7615437.5,14.732775688171388,47.632575317370595,Red (> 50%) cloud cover,20190711_205747,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L043-1_radiance,20.97372055053711,L043-1
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12213215,8303,973,393835.5,7615437.5,14.732775688171388,47.632575317370595,Red (> 50%) cloud cover,20190711_205747,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L043-1_radiance,20.97372055053711,L043-1
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12213215,8303,973,393835.5,7615437.5,14.732775688171388,47.632575317370595,Red (> 50%) cloud cover,20190711_205747,TOOL,EPSG:32606,2019-07-11,NEON_D18_TOOL_DP1_20190711_L043-1_radiance,20.97372055053711,L043-1
